State,Education,Age,Median Salary,Gross Salary,Profitability Age vs. HS no grad,Profitability Age vs. HS,Baseline
Nevada,Bachelor's in Psychology,22,50474,15178.41299,36.28940295,35.39692756,0
Nevada,Bachelor's in Science and Engineering Related Fields,22,64475,29179.41299,29.12614064,27.90189585,0
Nevada,Bachelor's in Social Sciences,22,63056,27760.41299,29.53123439,28.28634296,0
Nevada,Bachelor's in Visual and Performing Arts,22,40637,5341.412992,61.1656611,81.73939365,0
Nevada,HS did not graduate,39,34591,830184,,,1
Nevada,HS graduate,39,37581,826782,,,1
Nevada,Associate Degree,39,43743,855639.7791,,,1
Nevada,All Majors Combined,39,59359,1033166.413,,,0
Nevada,Bachelor's in Biological Agricultural and Environmental Sciences,39,60812,1059320.413,,,0
Nevada,Bachelor's in Business,39,63632,1110080.413,,,0
Nevada,Bachelor's in Communications,39,69668,1218728.413,,,0
Nevada,Bachelor's in Computers Mathematics and Statistics,39,73875,1294454.413,,,0
Nevada,Bachelor's in Education,39,51141,885242.413,,,0
Nevada,Bachelor's in Engineering,39,81026,1423172.413,,,0
Nevada,Bachelor's in Liberal Arts and History,39,37952,647840.413,,,0
Nevada,Bachelor's in Literature and Languages,39,46662,804620.413,,,0
Nevada,Bachelor's in Multidisciplinary Studies,39,53750,932204.413,,,0
Nevada,Bachelor's in Other,39,54141,939242.413,,,0
Nevada,Bachelor's in Physical and Related Sciences,39,72622,1271900.413,,,0
Nevada,Bachelor's in Psychology,39,50474,873236.413,,,0
Nevada,Bachelor's in Science and Engineering Related Fields,39,64475,1125254.413,,,0
Nevada,Bachelor's in Social Sciences,39,63056,1099712.413,,,0
Nevada,Bachelor's in Visual and Performing Arts,39,40637,696170.413,,,0
New_Hampshire,HS did not graduate,16,38365,38365,,36.32745592,1
New_Hampshire,HS graduate,18,42335,42335,36.32745592,,1
New_Hampshire,Associate Degree,20,48955,34309.90592,34.87394656,34.00228007,1
New_Hampshire,All Majors Combined,22,68184,28970.91316,30.03461172,29.06812979,0
New_Hampshire,Bachelor's in Biological Agricultural and Environmental Sciences,22,62292,23078.91316,32.25937589,31.4501221,0
New_Hampshire,Bachelor's in Business,22,80129,40915.91316,27.45060547,26.51815333,0
New_Hampshire,Bachelor's in Communications,22,61724,22510.91316,32.5331601,31.75625802,0
New_Hampshire,Bachelor's in Computers Mathematics and Statistics,22,84025,44811.91316,26.90019901,26.0024727,0
New_Hampshire,Bachelor's in Education,22,50097,10883.91316,43.9630998,47.86847292,0
New_Hampshire,Bachelor's in Engineering,22,92974,53760.91316,25.93330929,25.11842822,0
New_Hampshire,Bachelor's in Liberal Arts and History,22,53622,14408.91316,38.65767103,39.47728243,0
New_Hampshire,Bachelor's in Literature and Languages,22,57242,18028.91316,35.27149901,34.99027885,0
New_Hampshire,Bachelor's in Multidisciplinary Studies,22,80870,41656.91316,27.3381505,26.41204326,0
New_Hampshire,Bachelor's in Other,22,63065,23851.91316,31.90700756,31.06044799,0
New_Hampshire,Bachelor's in Physical and Related Sciences,22,77774,38560.91316,27.83608026,26.88484683,0
New_Hampshire,Bachelor's in Psychology,22,56110,16896.91316,36.18191529,36.13997001,0
New_Hampshire,Bachelor's in Science and Engineering Related Fields,22,72898,33684.91316,28.80132299,27.82371125,0
New_Hampshire,Bachelor's in Social Sciences,22,68284,29070.91316,30.00441481,29.03703753,0
New_Hampshire,Bachelor's in Visual and Performing Arts,22,40463,1249.913157,149.409479,-90.40656348,0
New_Hampshire,HS did not graduate,39,38365,920760,,,1
New_Hampshire,HS graduate,39,42335,931370,,,1
New_Hampshire,Associate Degree,39,48955,964454.9059,,,1
New_Hampshire,All Majors Combined,39,68184,1188098.913,,,0
New_Hampshire,Bachelor's in Biological Agricultural and Environmental Sciences,39,62292,1082042.913,,,0
New_Hampshire,Bachelor's in Business,39,80129,1403108.913,,,0
New_Hampshire,Bachelor's in Communications,39,61724,1071818.913,,,0
New_Hampshire,Bachelor's in Computers Mathematics and Statistics,39,84025,1473236.913,,,0
New_Hampshire,Bachelor's in Education,39,50097,862532.9132,,,0
New_Hampshire,Bachelor's in Engineering,39,92974,1634318.913,,,0
New_Hampshire,Bachelor's in Liberal Arts and History,39,53622,925982.9132,,,0
New_Hampshire,Bachelor's in Literature and Languages,39,57242,991142.9132,,,0
New_Hampshire,Bachelor's in Multidisciplinary Studies,39,80870,1416446.913,,,0
New_Hampshire,Bachelor's in Other,39,63065,1095956.913,,,0
New_Hampshire,Bachelor's in Physical and Related Sciences,39,77774,1360718.913,,,0
New_Hampshire,Bachelor's in Psychology,39,56110,970766.9132,,,0
New_Hampshire,Bachelor's in Science and Engineering Related Fields,39,72898,1272950.913,,,0
New_Hampshire,Bachelor's in Social Sciences,39,68284,1189898.913,,,0
New_Hampshire,Bachelor's in Visual and Performing Arts,39,40463,689120.9132,,,0
New_Jersey,HS did not graduate,16,31962,31962,,24.76624954,1
New_Jersey,HS graduate,18,40193,40193,24.76624954,,1
New_Jersey,Associate Degree,20,50489,34602.13183,26.75812966,28.35051167,1
New_Jersey,All Majors Combined,22,73867,35301.919,26.49664911,26.91961398,0
New_Jersey,Bachelor's in Biological Agricultural and Environmental Sciences,22,75516,36950.919,26.28854023,26.64326589,0
New_Jersey,Bachelor's in Business,22,82725,44159.919,25.53749938,25.68675541,0
New_Jersey,Bachelor's in Communications,22,72325,33759.919,26.70663927,27.20369355,0
New_Jersey,Bachelor's in Computers Mathematics and Statistics,22,95475,56909.919,24.62661315,24.60582253,0
New_Jersey,Bachelor's in Education,22,61140,22574.919,28.89420389,30.51625918,0
New_Jersey,Bachelor's in Engineering,22,100180,61614.919,24.3764854,24.32300467,0
New_Jersey,Bachelor's in Liberal Arts and History,22,61148,22582.919,28.89204005,30.51262615,0
New_Jersey,Bachelor's in Literature and Languages,22,60880,22314.919,28.9651802,30.63586218,0
New_Jersey,Bachelor's in Multidisciplinary Studies,22,62978,24412.919,28.42639544,29.74861009,0
New_Jersey,Bachelor's in Other,22,63324,24758.919,28.34446403,29.61774593,0
New_Jersey,Bachelor's in Physical and Related Sciences,22,72437,33871.919,26.6908482,27.18214493,0
New_Jersey,Bachelor's in Psychology,22,61104,22538.919,28.90395584,30.5326422,0
New_Jersey,Bachelor's in Science and Engineering Related Fields,22,74650,36084.919,26.39582742,26.78509682,0
New_Jersey,Bachelor's in Social Sciences,22,76594,38028.919,26.16080572,26.47614299,0
New_Jersey,Bachelor's in Visual and Performing Arts,22,60789,22223.919,28.99032438,30.67843664,0
New_Jersey,HS did not graduate,39,31962,767088,,,1
New_Jersey,HS graduate,39,40193,884246,,,1
New_Jersey,Associate Degree,39,50489,993893.1318,,,1
New_Jersey,All Majors Combined,39,73867,1291040.919,,,0
New_Jersey,Bachelor's in Biological Agricultural and Environmental Sciences,39,75516,1320722.919,,,0
New_Jersey,Bachelor's in Business,39,82725,1450484.919,,,0
New_Jersey,Bachelor's in Communications,39,72325,1263284.919,,,0
New_Jersey,Bachelor's in Computers Mathematics and Statistics,39,95475,1679984.919,,,0
New_Jersey,Bachelor's in Education,39,61140,1061954.919,,,0
New_Jersey,Bachelor's in Engineering,39,100180,1764674.919,,,0
New_Jersey,Bachelor's in Liberal Arts and History,39,61148,1062098.919,,,0
New_Jersey,Bachelor's in Literature and Languages,39,60880,1057274.919,,,0
New_Jersey,Bachelor's in Multidisciplinary Studies,39,62978,1095038.919,,,0
New_Jersey,Bachelor's in Other,39,63324,1101266.919,,,0
New_Jersey,Bachelor's in Physical and Related Sciences,39,72437,1265300.919,,,0
New_Jersey,Bachelor's in Psychology,39,61104,1061306.919,,,0
New_Jersey,Bachelor's in Science and Engineering Related Fields,39,74650,1305134.919,,,0
New_Jersey,Bachelor's in Social Sciences,39,76594,1340126.919,,,0
New_Jersey,Bachelor's in Visual and Performing Arts,39,60789,1055636.919,,,0
New_Mexico,HS did not graduate,16,26396,26396,,26.48643306,1
New_Mexico,HS graduate,18,31961,31961,26.48643306,,1
New_Mexico,Associate Degree,20,39701,27473.2186,27.85469984,28.83847305,1
New_Mexico,All Majors Combined,22,56948,25688.78546,27.20696565,27.36743965,0
New_Mexico,Bachelor's in Biological Agricultural and Environmental Sciences,22,60151,28891.78546,26.61798888,26.64395937,0
New_Mexico,Bachelor's in Business,22,60434,29174.78546,26.57127959,26.5878627,0
New_Mexico,Bachelor's in Communications,22,46946,15686.78546,30.22799097,31.61749847,0
New_Mexico,Bachelor's in Computers Mathematics and Statistics,22,73382,42122.78546,25.03599401,24.84112442,0
New_Mexico,Bachelor's in Education,22,45613,14353.78546,30.86809671,32.65420558,0
New_Mexico,Bachelor's in Engineering,22,77362,46102.78546,24.72081809,24.5043989,0
New_Mexico,Bachelor's in Liberal Arts and History,22,55361,24101.78546,27.54704694,27.79928267,0
New_Mexico,Bachelor's in Literature and Languages,22,47459,16199.78546,30.0032386,31.26604817,0
New_Mexico,Bachelor's in Multidisciplinary Studies,22,33750,2490.785464,46.7866759,109.9341613,0
New_Mexico,Bachelor's in Other,22,60006,28746.78546,26.64222596,26.67314012,0
New_Mexico,Bachelor's in Physical and Related Sciences,22,66155,34895.78546,25.76961731,25.65295708,0
New_Mexico,Bachelor's in Psychology,22,46575,15315.78546,30.39765174,31.88704082,0
New_Mexico,Bachelor's in Science and Engineering Related Fields,22,62345,31085.78546,26.27511793,26.23641438,0
New_Mexico,Bachelor's in Social Sciences,22,53439,22179.78546,28.01235863,28.40772952,0
New_Mexico,Bachelor's in Visual and Performing Arts,22,43699,12439.78546,31.95967257,34.55454205,0
New_Mexico,HS did not graduate,39,26396,633504,,,1
New_Mexico,HS graduate,39,31961,703142,,,1
New_Mexico,Associate Degree,39,39701,781792.2186,,,1
New_Mexico,All Majors Combined,39,56948,993804.7855,,,0
New_Mexico,Bachelor's in Biological Agricultural and Environmental Sciences,39,60151,1051458.785,,,0
New_Mexico,Bachelor's in Business,39,60434,1056552.785,,,0
New_Mexico,Bachelor's in Communications,39,46946,813768.7855,,,0
New_Mexico,Bachelor's in Computers Mathematics and Statistics,39,73382,1289616.785,,,0
New_Mexico,Bachelor's in Education,39,45613,789774.7855,,,0
New_Mexico,Bachelor's in Engineering,39,77362,1361256.785,,,0
New_Mexico,Bachelor's in Liberal Arts and History,39,55361,965238.7855,,,0
New_Mexico,Bachelor's in Literature and Languages,39,47459,823002.7855,,,0
New_Mexico,Bachelor's in Multidisciplinary Studies,39,33750,576240.7855,,,0
New_Mexico,Bachelor's in Other,39,60006,1048848.785,,,0
New_Mexico,Bachelor's in Physical and Related Sciences,39,66155,1159530.785,,,0
New_Mexico,Bachelor's in Psychology,39,46575,807090.7855,,,0
New_Mexico,Bachelor's in Science and Engineering Related Fields,39,62345,1090950.785,,,0
New_Mexico,Bachelor's in Social Sciences,39,53439,930642.7855,,,0
New_Mexico,Bachelor's in Visual and Performing Arts,39,43699,755322.7855,,,0
New_York,HS did not graduate,16,29259,29259,,24.20842572,1
New_York,HS graduate,18,37377,37377,24.20842572,,1
New_York,Associate Degree,20,46298,30851.25784,26.77526511,29.1110573,1
New_York,All Majors Combined,22,72125,31977.93489,26.03198491,26.45801385,0
New_York,Bachelor's in Biological Agricultural and Environmental Sciences,22,71987,31839.93489,26.04823687,26.47977651,0
New_York,Bachelor's in Business,22,77466,37318.93489,25.47447601,25.73085049,0
New_York,Bachelor's in Communications,22,70303,30155.93489,26.25536169,26.76003964,0
New_York,Bachelor's in Computers Mathematics and Statistics,22,89964,49816.93489,24.55326687,24.60650094,0
New_York,Bachelor's in Education,22,62873,22725.93489,27.41700081,28.43862038,0
New_York,Bachelor's in Engineering,22,89557,49409.93489,24.57725074,24.63463137,0
New_York,Bachelor's in Liberal Arts and History,22,65001,24853.93489,27.0349467,27.86559025,0
New_York,Bachelor's in Literature and Languages,22,66954,26806.93489,26.72227259,27.4122482,0
New_York,Bachelor's in Multidisciplinary Studies,22,63991,23843.93489,27.21044181,28.12613907,0
New_York,Bachelor's in Other,22,62930,22782.93489,27.40613778,28.42202736,0
New_York,Bachelor's in Physical and Related Sciences,22,70486,30338.93489,26.23203399,26.72820276,0
New_York,Bachelor's in Psychology,22,60994,20846.93489,27.79694549,29.03044693,0
New_York,Bachelor's in Science and Engineering Related Fields,22,75637,35489.93489,25.65093504,25.95700641,0
New_York,Bachelor's in Social Sciences,22,81588,41440.93489,25.12201772,25.28977099,0
New_York,Bachelor's in Visual and Performing Arts,22,58134,17986.93489,28.47016676,30.1369208,0
New_York,HS did not graduate,39,29259,702216,,,1
New_York,HS graduate,39,37377,822294,,,1
New_York,Associate Degree,39,46298,910513.2578,,,1
New_York,All Majors Combined,39,72125,1258102.935,,,0
New_York,Bachelor's in Biological Agricultural and Environmental Sciences,39,71987,1255618.935,,,0
New_York,Bachelor's in Business,39,77466,1354240.935,,,0
New_York,Bachelor's in Communications,39,70303,1225306.935,,,0
New_York,Bachelor's in Computers Mathematics and Statistics,39,89964,1579204.935,,,0
New_York,Bachelor's in Education,39,62873,1091566.935,,,0
New_York,Bachelor's in Engineering,39,89557,1571878.935,,,0
New_York,Bachelor's in Liberal Arts and History,39,65001,1129870.935,,,0
New_York,Bachelor's in Literature and Languages,39,66954,1165024.935,,,0
New_York,Bachelor's in Multidisciplinary Studies,39,63991,1111690.935,,,0
New_York,Bachelor's in Other,39,62930,1092592.935,,,0
New_York,Bachelor's in Physical and Related Sciences,39,70486,1228600.935,,,0
New_York,Bachelor's in Psychology,39,60994,1057744.935,,,0
New_York,Bachelor's in Science and Engineering Related Fields,39,75637,1321318.935,,,0
New_York,Bachelor's in Social Sciences,39,81588,1428436.935,,,0
New_York,Bachelor's in Visual and Performing Arts,39,58134,1006264.935,,,0
North_Carolina,HS did not graduate,16,30324,30324,,29.26450961,1
North_Carolina,HS graduate,18,35269,35269,29.26450961,,1
North_Carolina,Associate Degree,20,41354,23511.67418,31.61453543,33.52429348,1
North_Carolina,All Majors Combined,22,59523,21525.63953,28.53249633,28.38325062,0
North_Carolina,Bachelor's in Biological Agricultural and Environmental Sciences,22,63807,25809.63953,27.56874714,27.27490926,0
North_Carolina,Bachelor's in Business,22,66975,28977.63953,27.00096479,26.6479329,0
North_Carolina,Bachelor's in Communications,22,58296,20298.63953,28.8629115,28.77666915,0
North_Carolina,Bachelor's in Computers Mathematics and Statistics,22,82096,44098.63953,25.24826857,24.82414762,0
North_Carolina,Bachelor's in Education,22,45932,7934.639527,35.09157871,37.79390045,0
North_Carolina,Bachelor's in Engineering,22,93959,55961.63953,24.45629544,24.05117329,0
North_Carolina,Bachelor's in Liberal Arts and History,22,51708,13710.63953,31.28532363,31.89320278,0
North_Carolina,Bachelor's in Literature and Languages,22,50314,12316.63953,32.00256931,32.90251648,0
North_Carolina,Bachelor's in Multidisciplinary Studies,22,52066,14068.63953,31.11596727,31.66103236,0
North_Carolina,Bachelor's in Other,22,51086,13088.63953,31.5934573,32.32157555,0
North_Carolina,Bachelor's in Physical and Related Sciences,22,63278,25280.63953,27.67419313,27.39342213,0
North_Carolina,Bachelor's in Psychology,22,51591,13593.63953,31.34190814,31.97128786,0
North_Carolina,Bachelor's in Science and Engineering Related Fields,22,61101,23103.63953,28.14628978,27.93222981,0
North_Carolina,Bachelor's in Social Sciences,22,57560,19562.63953,29.07539141,29.03343773,0
North_Carolina,Bachelor's in Visual and Performing Arts,22,48383,10385.63953,33.17904427,34.65512891,0
North_Carolina,HS did not graduate,39,30324,727776,,,1
North_Carolina,HS graduate,39,35269,775918,,,1
North_Carolina,Associate Degree,39,41354,809237.6742,,,1
North_Carolina,All Majors Combined,39,59523,1033416.64,,,0
North_Carolina,Bachelor's in Biological Agricultural and Environmental Sciences,39,63807,1110528.64,,,0
North_Carolina,Bachelor's in Business,39,66975,1167552.64,,,0
North_Carolina,Bachelor's in Communications,39,58296,1011330.64,,,0
North_Carolina,Bachelor's in Computers Mathematics and Statistics,39,82096,1439730.64,,,0
North_Carolina,Bachelor's in Education,39,45932,788778.6395,,,0
North_Carolina,Bachelor's in Engineering,39,93959,1653264.64,,,0
North_Carolina,Bachelor's in Liberal Arts and History,39,51708,892746.6395,,,0
North_Carolina,Bachelor's in Literature and Languages,39,50314,867654.6395,,,0
North_Carolina,Bachelor's in Multidisciplinary Studies,39,52066,899190.6395,,,0
North_Carolina,Bachelor's in Other,39,51086,881550.6395,,,0
North_Carolina,Bachelor's in Physical and Related Sciences,39,63278,1101006.64,,,0
North_Carolina,Bachelor's in Psychology,39,51591,890640.6395,,,0
North_Carolina,Bachelor's in Science and Engineering Related Fields,39,61101,1061820.64,,,0
North_Carolina,Bachelor's in Social Sciences,39,57560,998082.6395,,,0
North_Carolina,Bachelor's in Visual and Performing Arts,39,48383,832896.6395,,,0
North_Dakota,HS did not graduate,16,41762,41762,,-16.25,1
North_Dakota,HS graduate,18,39250,39250,-16.25,,1
North_Dakota,Associate Degree,20,47258,28547.96115,52.7987698,31.13911574,1
North_Dakota,All Majors Combined,22,56707,15930.32292,40.4947258,32.32936227,0
North_Dakota,Bachelor's in Biological Agricultural and Environmental Sciences,22,58769,17992.32292,38.13110349,31.13252098,0
North_Dakota,Bachelor's in Business,22,60238,19461.32292,36.76903426,30.42332176,0
North_Dakota,Bachelor's in Communications,22,50737,9960.322922,53.46224814,38.21743511,0
North_Dakota,Bachelor's in Computers Mathematics and Statistics,22,74766,33989.32292,29.82767777,26.56866418,0
North_Dakota,Bachelor's in Education,22,49603,8826.322922,58.15708163,40.10332049,0
North_Dakota,Bachelor's in Engineering,22,68822,28045.32292,31.7667656,27.68797095,0
North_Dakota,Bachelor's in Liberal Arts and History,22,46055,5278.322922,88.86598581,50.06343528,0
North_Dakota,Bachelor's in Literature and Languages,22,54589,13812.32292,43.71370368,33.89371387,0
North_Dakota,Bachelor's in Multidisciplinary Studies,22,45994,5217.322922,89.84420536,50.32631629,0
North_Dakota,Bachelor's in Other,22,62806,22029.32292,34.8447385,29.39602127,0
North_Dakota,Bachelor's in Physical and Related Sciences,22,65282,24505.32292,33.38727369,28.59744457,0
North_Dakota,Bachelor's in Psychology,22,53754,12977.32292,45.29525326,34.63600918,0
North_Dakota,Bachelor's in Science and Engineering Related Fields,22,58860,18083.32292,38.03992731,31.08550113,0
North_Dakota,Bachelor's in Social Sciences,22,54432,13655.32292,43.99515999,34.02705026,0
North_Dakota,Bachelor's in Visual and Performing Arts,22,51536,10759.32292,50.80854073,37.09772726,0
North_Dakota,HS did not graduate,39,41762,1002288,,,1
North_Dakota,HS graduate,39,39250,863500,,,1
North_Dakota,Associate Degree,39,47258,926449.9612,,,1
North_Dakota,All Majors Combined,39,56707,979949.3229,,,0
North_Dakota,Bachelor's in Biological Agricultural and Environmental Sciences,39,58769,1017065.323,,,0
North_Dakota,Bachelor's in Business,39,60238,1043507.323,,,0
North_Dakota,Bachelor's in Communications,39,50737,872489.3229,,,0
North_Dakota,Bachelor's in Computers Mathematics and Statistics,39,74766,1305011.323,,,0
North_Dakota,Bachelor's in Education,39,49603,852077.3229,,,0
North_Dakota,Bachelor's in Engineering,39,68822,1198019.323,,,0
North_Dakota,Bachelor's in Liberal Arts and History,39,46055,788213.3229,,,0
North_Dakota,Bachelor's in Literature and Languages,39,54589,941825.3229,,,0
North_Dakota,Bachelor's in Multidisciplinary Studies,39,45994,787115.3229,,,0
North_Dakota,Bachelor's in Other,39,62806,1089731.323,,,0
North_Dakota,Bachelor's in Physical and Related Sciences,39,65282,1134299.323,,,0
North_Dakota,Bachelor's in Psychology,39,53754,926795.3229,,,0
North_Dakota,Bachelor's in Science and Engineering Related Fields,39,58860,1018703.323,,,0
North_Dakota,Bachelor's in Social Sciences,39,54432,938999.3229,,,0
North_Dakota,Bachelor's in Visual and Performing Arts,39,51536,886871.3229,,,0
Ohio,HS did not graduate,16,30152,30152,,25.91148219,1
Ohio,HS graduate,18,36919,36919,25.91148219,,1
Ohio,Associate Degree,20,42690,26964.04708,29.87366031,34.51965914,1
Ohio,All Majors Combined,22,60840,26585.43539,28.01142351,28.60547488,0
Ohio,Bachelor's in Biological Agricultural and Environmental Sciences,22,58252,23997.43539,28.65717312,29.52812847,0
Ohio,Bachelor's in Business,22,70180,35925.43539,26.37540133,26.46978637,0
Ohio,Bachelor's in Communications,22,54558,20303.43539,29.81613393,31.31410877,0
Ohio,Bachelor's in Computers Mathematics and Statistics,22,78926,44671.43539,25.4115013,25.33095828,0
Ohio,Bachelor's in Education,22,50749,16494.43539,31.4465002,34.15477691,0
Ohio,Bachelor's in Engineering,22,84890,50635.43539,24.93084447,24.79251141,0
Ohio,Bachelor's in Liberal Arts and History,22,52745,18490.43539,30.52359424,32.49567576,0
Ohio,Bachelor's in Literature and Languages,22,49865,15610.43539,31.91495788,35.05303295,0
Ohio,Bachelor's in Multidisciplinary Studies,22,58916,24661.43539,28.48041179,29.27069894,0
Ohio,Bachelor's in Other,22,52706,18451.43539,30.54006228,32.52407453,0
Ohio,Bachelor's in Physical and Related Sciences,22,60023,25768.43539,28.20319255,28.87441848,0
Ohio,Bachelor's in Psychology,22,49185,14930.43539,32.30492117,35.83210212,0
Ohio,Bachelor's in Science and Engineering Related Fields,22,64688,30433.43539,27.23021093,27.55157062,0
Ohio,Bachelor's in Social Sciences,22,60992,26737.43539,27.97686656,28.55745294,0
Ohio,Bachelor's in Visual and Performing Arts,22,42701,8446.435387,38.14611241,52.46498869,0
Ohio,HS did not graduate,39,30152,723648,,,1
Ohio,HS graduate,39,36919,812218,,,1
Ohio,Associate Degree,39,42690,838074.0471,,,1
Ohio,All Majors Combined,39,60840,1060865.435,,,0
Ohio,Bachelor's in Biological Agricultural and Environmental Sciences,39,58252,1014281.435,,,0
Ohio,Bachelor's in Business,39,70180,1228985.435,,,0
Ohio,Bachelor's in Communications,39,54558,947789.4354,,,0
Ohio,Bachelor's in Computers Mathematics and Statistics,39,78926,1386413.435,,,0
Ohio,Bachelor's in Education,39,50749,879227.4354,,,0
Ohio,Bachelor's in Engineering,39,84890,1493765.435,,,0
Ohio,Bachelor's in Liberal Arts and History,39,52745,915155.4354,,,0
Ohio,Bachelor's in Literature and Languages,39,49865,863315.4354,,,0
Ohio,Bachelor's in Multidisciplinary Studies,39,58916,1026233.435,,,0
Ohio,Bachelor's in Other,39,52706,914453.4354,,,0
Ohio,Bachelor's in Physical and Related Sciences,39,60023,1046159.435,,,0
Ohio,Bachelor's in Psychology,39,49185,851075.4354,,,0
Ohio,Bachelor's in Science and Engineering Related Fields,39,64688,1130129.435,,,0
Ohio,Bachelor's in Social Sciences,39,60992,1063601.435,,,0
Ohio,Bachelor's in Visual and Performing Arts,39,42701,734363.4354,,,0
Oklahoma,HS did not graduate,16,30354,30354,,29.19525914,1
Oklahoma,HS graduate,18,35332,35332,29.19525914,,1
Oklahoma,Associate Degree,20,40237,25707.95886,32.75544279,36.36861185,1
Oklahoma,All Majors Combined,22,53548,19185.78283,30.33371636,30.64482966,0
Oklahoma,Bachelor's in Biological Agricultural and Environmental Sciences,22,59266,24903.78283,28.48776346,28.3406124,0
Oklahoma,Bachelor's in Business,22,63298,28935.78283,27.57133976,27.28227909,0
Oklahoma,Bachelor's in Communications,22,53798,19435.78283,30.23418432,30.51425415,0
Oklahoma,Bachelor's in Computers Mathematics and Statistics,22,63888,29525.78283,27.45572306,27.15247994,0
Oklahoma,Bachelor's in Education,22,44919,10556.78283,35.86345466,39.32588059,0
Oklahoma,Bachelor's in Engineering,22,76970,42607.78283,25.64403246,25.21946821,0
Oklahoma,Bachelor's in Liberal Arts and History,22,47360,12997.78283,33.72999043,35.60676897,0
Oklahoma,Bachelor's in Literature and Languages,22,43738,9375.782831,37.17500128,41.90057306,0
Oklahoma,Bachelor's in Multidisciplinary Studies,22,46045,11682.78283,34.79684005,37.39972157,0
Oklahoma,Bachelor's in Other,22,49385,15022.78283,32.37545148,33.50197233,0
Oklahoma,Bachelor's in Physical and Related Sciences,22,54525,20162.78283,29.95644438,30.15386949,0
Oklahoma,Bachelor's in Psychology,22,41809,7446.782831,39.89884043,48.12524582,0
Oklahoma,Bachelor's in Science and Engineering Related Fields,22,57082,22719.78283,29.09960405,29.07771113,0
Oklahoma,Bachelor's in Social Sciences,22,54556,20193.78283,29.9449722,30.13910826,0
Oklahoma,Bachelor's in Visual and Performing Arts,22,39384,5021.782831,44.97411043,64.35888874,0
Oklahoma,HS did not graduate,39,30354,728496,,,1
Oklahoma,HS graduate,39,35332,777304,,,1
Oklahoma,Associate Degree,39,40237,790210.9589,,,1
Oklahoma,All Majors Combined,39,53548,929501.7828,,,0
Oklahoma,Bachelor's in Biological Agricultural and Environmental Sciences,39,59266,1032425.783,,,0
Oklahoma,Bachelor's in Business,39,63298,1105001.783,,,0
Oklahoma,Bachelor's in Communications,39,53798,934001.7828,,,0
Oklahoma,Bachelor's in Computers Mathematics and Statistics,39,63888,1115621.783,,,0
Oklahoma,Bachelor's in Education,39,44919,774179.7828,,,0
Oklahoma,Bachelor's in Engineering,39,76970,1351097.783,,,0
Oklahoma,Bachelor's in Liberal Arts and History,39,47360,818117.7828,,,0
Oklahoma,Bachelor's in Literature and Languages,39,43738,752921.7828,,,0
Oklahoma,Bachelor's in Multidisciplinary Studies,39,46045,794447.7828,,,0
Oklahoma,Bachelor's in Other,39,49385,854567.7828,,,0
Oklahoma,Bachelor's in Physical and Related Sciences,39,54525,947087.7828,,,0
Oklahoma,Bachelor's in Psychology,39,41809,718199.7828,,,0
Oklahoma,Bachelor's in Science and Engineering Related Fields,39,57082,993113.7828,,,0
Oklahoma,Bachelor's in Social Sciences,39,54556,947645.7828,,,0
Oklahoma,Bachelor's in Visual and Performing Arts,39,39384,674549.7828,,,0
Oregon,HS did not graduate,16,30994,30994,,26.85500795,1
Oregon,HS graduate,18,37284,37284,26.85500795,,1
Oregon,Associate Degree,20,42769,27389.34535,30.83487513,35.39884315,1
Oregon,All Majors Combined,22,63039,25325.03315,27.98012067,28.25490067,0
Oregon,Bachelor's in Biological Agricultural and Environmental Sciences,22,62765,25051.03315,28.04031875,28.33291342,0
Oregon,Bachelor's in Business,22,71183,33469.03315,26.56565147,26.51196103,0
Oregon,Bachelor's in Communications,22,55110,17396.03315,30.2750857,31.48187854,0
Oregon,Bachelor's in Computers Mathematics and Statistics,22,94081,56367.03315,24.54554769,24.28978585,0
Oregon,Bachelor's in Education,22,49084,11370.03315,33.36473006,36.83474295,0
Oregon,Bachelor's in Engineering,22,98137,60423.03315,24.33136689,24.07051365,0
Oregon,Bachelor's in Liberal Arts and History,22,52768,15054.03315,31.27270905,33.06729313,0
Oregon,Bachelor's in Literature and Languages,22,51999,14285.03315,31.64879633,33.69792503,0
Oregon,Bachelor's in Multidisciplinary Studies,22,53072,15358.03315,31.13126039,32.83493583,0
Oregon,Bachelor's in Other,22,57246,19532.03315,29.52041623,30.36028288,0
Oregon,Bachelor's in Physical and Related Sciences,22,86710,48996.03315,25.01460921,24.78039831,0
Oregon,Bachelor's in Psychology,22,57594,19880.03315,29.40894612,30.19989989,0
Oregon,Bachelor's in Science and Engineering Related Fields,22,71768,34054.03315,26.48579896,26.41845397,0
Oregon,Bachelor's in Social Sciences,22,61030,23316.03315,28.44699583,28.86869228,0
Oregon,Bachelor's in Visual and Performing Arts,22,44806,7092.033146,37.19446618,45.84046355,0
Oregon,HS did not graduate,39,30994,743856,,,1
Oregon,HS graduate,39,37284,820248,,,1
Oregon,Associate Degree,39,42769,840000.3453,,,1
Oregon,All Majors Combined,39,63039,1096988.033,,,0
Oregon,Bachelor's in Biological Agricultural and Environmental Sciences,39,62765,1092056.033,,,0
Oregon,Bachelor's in Business,39,71183,1243580.033,,,0
Oregon,Bachelor's in Communications,39,55110,954266.0331,,,0
Oregon,Bachelor's in Computers Mathematics and Statistics,39,94081,1655744.033,,,0
Oregon,Bachelor's in Education,39,49084,845798.0331,,,0
